query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
Q828D9	Q828D9_STRAW	Unreviewed	400	Q828D9	Streptomyces avermitilis.	33903	BA000030	BAC74441.1	IPR001608	PF01168
C0V9D2										
O88066	O88066_STRCO	Unreviewed	402	O88066	Streptomyces coelicolor.	1902	AL939109	CAA20820.1	IPR001608	PF01168
A9KDQ7	A9KDQ7_COXBN	Unreviewed	400	A9KDQ7	Coxiella burnetii (strain Dugway 5J108-111).	434922	CP000733	ABS77454.2	IPR002433	PF00278
B6J8Y2	B6J8Y2_COXB1	Unreviewed	400	B6J8Y2	Q154)).	434924	CP001020	ACJ20698.1	IPR002433	PF00278
Q83DK5	Q83DK5_COXBU	Unreviewed	400	Q83DK5	Coxiella burnetii.	777	AE016828	AAO90264.2	IPR002433	PF00278
B6J0X2	B6J0X2_COXB2	Unreviewed	400	B6J0X2	Q212)).	434923	CP001019	ACJ18600.1	IPR002433	PF00278
A3UQW6	A3UQW6_VIBSP	Unreviewed	404	A3UQW6	Vibrio splendidus 12B01.	314291	AAMR01000009	EAP95060.1	IPR000183	PF00278
A1HPQ2	A1HPQ2_9FIRM	Unreviewed	385	A1HPQ2	Thermosinus carboxydivorans Nor1.	401526	AAWL01000005	EAX48022.1	IPR002433	PF00278
Q2IYC6	Q2IYC6_RHOP2	Unreviewed	428	Q2IYC6	Rhodopseudomonas palustris (strain HaA2).	316058	CP000250	ABD06784.1	IPR002433	PF00278
B8IHN5	B8IHN5_METNO	Unreviewed	403	B8IHN5	Methylobacterium nodulans (strain ORS2060 / LMG 21967).	460265	CP001349	ACL61698.1	IPR002433	PF00278
P58736	ALR1_AGRT5	Reviewed	391	P58736	Agrobacterium tumefaciens (strain C58 / ATCC 33970).	176299	AE007869	AAK86889.1	IPR020622	PF01168
A5CS47	A5CS47_CLAM3	Unreviewed	243	A5CS47	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382).	443906	AM711867	CAN01911.1	IPR011078	PF01168
B9K3W3	B9K3W3_AGRVS	Unreviewed	294	B9K3W3	(strain S4)).	311402	CP000637	ACM39618.1	IPR020622	PF01168
B1ZGG4	B1ZGG4_METPB	Unreviewed	244	B1ZGG4	Methylobacterium populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001).	441620	CP001029	ACB79825.1	IPR011078	PF01168
B0J7W4										
Q2K122	Q2K122_RHIEC	Unreviewed	366	Q2K122	Rhizobium etli (strain CFN 42 / ATCC 51251).	347834	CP000137	ABC93816.1	IPR001608	PF01168
B9K2W8	B9K2W8_AGRVS	Unreviewed	366	B9K2W8	(strain S4)).	311402	CP000634	ACM39216.1	IPR001608	PF01168
Q1M5N8	Q1M5N8_RHIL3	Unreviewed	366	Q1M5N8	Rhizobium leguminosarum bv. viciae (strain 3841).	216596	AM236085	CAK03451.1	IPR001608	PF01168
B6A375	B6A375_RHILW	Unreviewed	366	B6A375	Rhizobium leguminosarum bv. trifolii (strain WSM2304).	395492	CP001193	ACI58858.1	IPR001608	PF01168
B3Q1U1	B3Q1U1_RHIE6	Unreviewed	366	B3Q1U1	Rhizobium etli (strain CIAT 652).	491916	CP001075	ACE93647.1	IPR001608	PF01168
A3WIK4	A3WIK4_9GAMM	Unreviewed	384	A3WIK4	Idiomarina baltica OS145.	314276	AAMX01000001	EAQ33322.1	IPR020622	PF01168
A3I4G5	A3I4G5_9BACI	Unreviewed	255	A3I4G5	Bacillus sp. B14905.	388400	AAXV01000002	EAZ87380.1	IPR011078	PF01168
A3IUK5	A3IUK5_9CHRO	Unreviewed	402	A3IUK5	Cyanothece sp. CCY0110.	391612	AAXW01000036	EAZ89797.1	IPR020622	PF01168
B8M977	B8M977_TALSN	Unreviewed	396	B8M977	NRRL 1006) (Penicillium stipitatum).	441959	EQ962655	EED17372.1	IPR001608	PF01168
B4S4R2	B4S4R2_PROA2	Unreviewed	386	B4S4R2	Prosthecochloris aestuarii (strain DSM 271 / SK 413).	290512	CP001108	ACF46958.1	IPR020622	PF01168
B6QD84	B6QD84_PENMQ	Unreviewed	396	B6QD84	Penicillium marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333).	441960	DS995901	EEA23734.1	IPR001608	PF01168
Q3R0D3	Q3R0D3_XYLFA	Unreviewed	261	Q3R0D3	Xylella fastidiosa subsp. sandyi Ann-1.	155920	AAAM03000104	EAO30696.1	IPR011078	PF01168
Q3R909	Q3R909_XYLFA	Unreviewed	261	Q3R909	Xylella fastidiosa subsp. sandyi Ann-1.	155920	AAAM03000008	EAO33756.1	IPR011078	PF01168
B2I5C8	B2I5C8_XYLF2	Unreviewed	261	B2I5C8	Xylella fastidiosa (strain M23).	405441	CP001011	ACB92573.1	IPR011078	PF01168
Q3RFP0	Q3RFP0_XYLFA	Unreviewed	261	Q3RFP0	Xylella fastidiosa Dixon.	155919	AAAL02000003	EAO13416.1	IPR011078	PF01168
B0U2U9	B0U2U9_XYLFM	Unreviewed	261	B0U2U9	Xylella fastidiosa (strain M12).	405440	CP000941	ACA12178.1	IPR011078	PF01168
B7X059	B7X059_COMTE	Unreviewed	268	B7X059	Comamonas testosteroni KF-1.	399795	AAUJ02000001	EED69967.1	IPR011078	PF01168
C1YZ07										
C0UN67										
B6GW78	B6GW78_PENCW	Unreviewed	459	B6GW78	54-1255) (Penicillium notatum).	500485	AM920421	CAP79133.1	IPR001608	PF01168
B9K0I7	B9K0I7_AGRVS	Unreviewed	388	B9K0I7	(strain S4)).	311402	CP000634	ACM38385.1	IPR001608	PF01168
B7WSB1	B7WSB1_COMTE	Unreviewed	394	B7WSB1	Comamonas testosteroni KF-1.	399795	AAUJ02000001	EED65369.1	IPR001608	PF01168
A1VJK6	A1VJK6_POLNA	Unreviewed	396	A1VJK6	Polaromonas naphthalenivorans (strain CJ2).	365044	CP000529	ABM35834.1	IPR001608	PF01168
A7A783	A7A783_BIFAD	Unreviewed	272	A7A783	Bifidobacterium adolescentis L2-32.	411481	AAXD02000052	EDN82667.1	IPR011078	PF01168
A1A3G9	A1A3G9_BIFAA	Unreviewed	272	A1A3G9	Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083).	367928	AP009256	BAF40252.1	IPR011078	PF01168
C0BUT9	C0BUT9_9BIFI	Unreviewed	274	C0BUT9	Bifidobacterium pseudocatenulatum DSM 20438.	547043	ABXX02000005	EEG70142.1	IPR011078	PF01168
C5C5G3	C5C5G3_BEUC1	Unreviewed	407	C5C5G3	Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / NBRC 16432).	471853	CP001618	ACQ80154.1	IPR001608	PF01168
Q8VJX0	Q8VJX0_MYCTU	Unreviewed	400	Q8VJX0	Mycobacterium tuberculosis.	1773	AE000516	AAK46088.1	IPR001608	PF01168
A2VIP7	A2VIP7_MYCTU	Unreviewed	400	A2VIP7	Mycobacterium tuberculosis C.	348776	CH482373	EAY60028.1	IPR001608	PF01168
B4VA75	B4VA75_9ACTO	Unreviewed	401	B4VA75	Streptomyces sp. Mg1.	465541	DS570416	EDX24862.1	IPR001608	PF01168
A8M5W7	A8M5W7_SALAI	Unreviewed	402	A8M5W7	Salinispora arenicola (strain CNS-205).	391037	CP000850	ABW00183.1	IPR001608	PF01168
C4RKW5	C4RKW5_9ACTO	Unreviewed	402	C4RKW5	Micromonospora sp. ATCC 39149.	219305	GG657738	EEP72907.1	IPR001608	PF01168
B6XSZ2	B6XSZ2_9BIFI	Unreviewed	280	B6XSZ2	Bifidobacterium catenulatum DSM 16992.	566552	ABXY01000006	EEB22253.1	IPR011078	PF01168
B8DSJ6	B8DSJ6_BIFA0	Unreviewed	285	B8DSJ6	Bifidobacterium animalis subsp. lactis (strain AD011).	442563	CP001213	ACL28975.1	IPR011078	PF01168
B2EC34	B2EC34_BIFAN	Unreviewed	285	B2EC34	Bifidobacterium animalis subsp. lactis HN019.	486409	ABOT01000008	EDT88618.1	IPR011078	PF01168
B9AXB4										
B0UKS1	B0UKS1_METS4	Unreviewed	390	B0UKS1	Methylobacterium sp. (strain 4-46).	426117	CP000943	ACA15010.1	IPR002433	PF00278
A6CJA2	A6CJA2_9BACI	Unreviewed	398	A6CJA2	Bacillus sp. SG-1.	161544	ABCF01000001	EDL66722.1	IPR002433	PF00278
Q0AFA5	Q0AFA5_NITEC	Unreviewed	400	Q0AFA5	Nitrosomonas eutropha (strain C91).	335283	CP000450	ABI59977.1	IPR002433	PF00278
B1XUU4	B1XUU4_POLNS	Unreviewed	381	B1XUU4	Polynucleobacter necessarius (strain STIR1).	452638	CP001010	ACB44121.1	IPR001608	PF01168
C4E1D9										
B9J700	B9J700_AGRRK	Unreviewed	367	B9J700	Agrobacterium radiobacter (strain K84 / ATCC BAA-868).	311403	CP000628	ACM25106.1	IPR001608	PF01168
A6DR55	A6DR55_9BACT	Unreviewed	416	A6DR55	Lentisphaera araneosa HTCC2155.	313628	ABCK01000022	EDM25943.1	IPR001608	PF01168
A6V5X0	A6V5X0_PSEA7	Unreviewed	394	A6V5X0	Pseudomonas aeruginosa (strain PA7).	381754	CP000744	ABR82594.1	IPR002433	PF00278
C0ET64	C0ET64_9FIRM	Unreviewed	390	C0ET64	Eubacterium hallii DSM 3353.	411469	ACEP01000033	EEG37565.1	IPR020622	PF01168
A9FMR9	A9FMR9_SORC5	Unreviewed	247	A9FMR9	So ce56)).	448385	AM746676	CAN98354.1	IPR011078	PF01168
A4DA75	A4DA75_ASPFU	Unreviewed	394	A4DA75	Aspergillus fumigatus (Sartorya fumigata).	5085	AAHF01000016	EBA27190.1	IPR001608	PF01168
A5GVZ1	A5GVZ1_SYNR3	Unreviewed	395	A5GVZ1	Synechococcus sp. (strain RCC307).	316278	CT978603	CAK29050.1	IPR020622	PF01168
Q2RVA3	Q2RVA3_RHORT	Unreviewed	271	Q2RVA3	Rhodospirillum rubrum (strain ATCC 11170 / NCIB 8255).	269796	CP000230	ABC21942.1	IPR011078	PF01168
Q138F1	Q138F1_RHOPS	Unreviewed	271	Q138F1	Rhodopseudomonas palustris (strain BisB5).	316057	CP000283	ABE39538.1	IPR011078	PF01168
B0YEI5	B0YEI5_ASPFC	Unreviewed	394	B0YEI5	(Sartorya fumigata).	451804	DS499603	EDP47329.1	IPR001608	PF01168
Q7W6K6	Q7W6K6_BORPA	Unreviewed	267	Q7W6K6	Bordetella parapertussis.	519	BX640431	CAE38194.1	IPR011078	PF01168
A3Z8V0	A3Z8V0_9SYNE	Unreviewed	390	A3Z8V0	Synechococcus sp. RS9917.	221360	AANP01000005	EAQ68574.1	IPR020622	PF01168
B1MG68	B1MG68_MYCA9	Unreviewed	405	B1MG68	Mycobacterium abscessus (strain ATCC 19977 / DSM 44196).	561007	CU458896	CAM63813.1	IPR020622	PF01168
Q4JW90	Q4JW90_CORJK	Unreviewed	251	Q4JW90	Corynebacterium jeikeium (strain K411).	306537	CR931997	CAI36917.1	IPR011078	PF01168
B1X4X8	B1X4X8_PAUCH	Unreviewed	395	B1X4X8	Paulinella chromatophora.	39717	CP000815	ACB42997.1	IPR020622	PF01168
Q7VYK5	Q7VYK5_BORPE	Unreviewed	271	Q7VYK5	Bordetella pertussis.	520	BX640414	CAE41614.1	IPR011078	PF01168
Q7WII0	Q7WII0_BORBR	Unreviewed	271	Q7WII0	Bordetella bronchiseptica (Alcaligenes bronchisepticus).	518	BX640445	CAE33363.1	IPR011078	PF01168
B7B3P0										
Q1LFL5	Q1LFL5_RALME	Unreviewed	382	Q1LFL5	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839).	266264	CP000353	ABF11061.1	IPR001608	PF01168
B0SY61	B0SY61_CAUSK	Unreviewed	383	B0SY61	Caulobacter sp. (strain K31).	366602	CP000927	ABZ71808.1	IPR001608	PF01168
A1D9Q6	A1D9Q6_NEOFI	Unreviewed	394	A1D9Q6	181) (Aspergillus fischerianus).	331117	DS027693	EAW20537.1	IPR001608	PF01168
A8PYY5	A8PYY5_BRUMA	Unreviewed	268	A8PYY5	Brugia malayi (Filarial nematode worm).	6279	DS239411	EDP32213.1	IPR011078	PF01168
Q5YQK5	Q5YQK5_NOCFA	Unreviewed	395	Q5YQK5	Nocardia farcinica.	37329	AP006618	BAD59536.1	IPR001608	PF01168
B7GTS0	B7GTS0_BIFLI	Unreviewed	278	B7GTS0	/ NCTC 11817 / S12).	391904	CP001095	ACJ51361.1	IPR011078	PF01168
C4BGN9										
C4FCQ7	C4FCQ7_9BIFI	Unreviewed	286	C4FCQ7	Bifidobacterium angulatum DSM 20098.	518635	ABYS02000001	EEP21965.1	IPR011078	PF01168
C1H6M5	C1H6M5_PARBA	Unreviewed	303	C1H6M5	Paracoccidioides brasiliensis (strain ATCC MYA-826 / Pb01).	502779	DS572828	EEH35369.1	IPR011078	PF01168
A5X5P2	A5X5P2_9FIRM	Unreviewed	150	A5X5P2	Mitsuokella multacida.	52226	DQ641267	ABG29384.1	IPR020622	PF01168
C0WAU2	C0WAU2_9FIRM	Unreviewed	391	C0WAU2	Acidaminococcus sp. D21.	563191	ACGB01000007	EEH90224.1	IPR002433	PF00278
A9ELY8	A9ELY8_9RHOB	Unreviewed	828	A9ELY8	Phaeobacter gallaeciensis 2.10.	383629	ABIE01000003	EDQ09957.1	IPR002433	PF00278
Q93AT7	Q93AT7_ERWCH	Unreviewed	411	Q93AT7	Erwinia chrysanthemi.	556	AF416740	AAL14568.1	IPR002433	PF00278
Q4LC06	Q4LC06_SODGL	Unreviewed	401	Q4LC06	Sodalis glossinidius.	63612	AJ868434	CAI59488.1	IPR002433	PF00278
Q2NQ25	Q2NQ25_SODGM	Unreviewed	401	Q2NQ25	Sodalis glossinidius (strain morsitans).	343509	AP008233	BAE75750.1	IPR002433	PF00278
B6JGX0	B6JGX0_OLICO	Unreviewed	412	B6JGX0	Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / OM5).	504832	CP001196	ACI93491.1	IPR020622	PF01168
C5AZJ7	C5AZJ7_METEA	Unreviewed	246	C5AZJ7	Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / AM1).	272630	CP001510	ACS39331.1	IPR011078	PF01168
A6EUN2	A6EUN2_9ALTE	Unreviewed	398	A6EUN2	Marinobacter algicola DG893.	443152	ABCP01000001	EDM49531.1	IPR002433	PF00278
Q3SKV2	Q3SKV2_THIDA	Unreviewed	402	Q3SKV2	Thiobacillus denitrificans (strain ATCC 25259).	292415	CP000116	AAZ96670.1	IPR002433	PF00278
B6HMA4	B6HMA4_PENCW	Unreviewed	410	B6HMA4	54-1255) (Penicillium notatum).	500485	AM920436	CAP95328.1	IPR001608	PF01168
Q4FV20	Q4FV20_PSYA2	Unreviewed	251	Q4FV20	Psychrobacter arcticus (strain DSM 17307 / 273-4).	259536	CP000082	AAZ18138.1	IPR011078	PF01168
Q121Y1	Q121Y1_POLSJ	Unreviewed	408	Q121Y1	Polaromonas sp. (strain JS666 / ATCC BAA-500).	296591	CP000316	ABE46661.1	IPR002433	PF00278
C1Y8L3										
Q7W1W0	Q7W1W0_BORPA	Unreviewed	256	Q7W1W0	Bordetella parapertussis.	519	BX640423	CAE39976.1	IPR011078	PF01168
Q6CZV4	Q6CZV4_ERWCT	Unreviewed	270	Q6CZV4	Erwinia carotovora subsp. atroseptica (Pectobacterium atrosepticum).	29471	BX950851	CAG76944.1	IPR011078	PF01168
C4ZNA3	C4ZNA3_THASP	Unreviewed	271	C4ZNA3	Thauera sp. (strain MZ1T).	85643	CP001281	ACK53750.1	IPR011078	PF01168
Q7TU32	Q7TU32_PROMP	Unreviewed	395	Q7TU32	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / MED4).	59919	BX548174	CAE19986.1	IPR020622	PF01168
B3G437	B3G437_ADIVA	Unreviewed	404	B3G437	Adineta vaga (Rotifer) (Callidina vaga).	104782	EU643473	ACD54585.1	IPR001608	PF01168
C3KPZ6	C3KPZ6_RHISN	Unreviewed	392	C3KPZ6	Rhizobium sp. (strain NGR234).	394	CP000874	ACP22154.1	IPR001608	PF01168
Q5ZSJ5	Q5ZSJ5_LEGPH	Unreviewed	384	Q5ZSJ5	ATCC 33152 / DSM 7513).	272624	AE017354	AAU28582.1	IPR001608	PF01168
Q4ZT98	Q4ZT98_PSEU2	Unreviewed	402	Q4ZT98	Pseudomonas syringae pv. syringae (strain B728a).	205918	CP000075	AAY37624.1	IPR002433	PF00278
Q48I40	Q48I40_PSE14	Unreviewed	402	Q48I40	Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6).	264730	CP000058	AAZ33973.1	IPR002433	PF00278
Q1GN94	Q1GN94_SPHAL	Unreviewed	381	Q1GN94	Sphingopyxis alaskensis (Sphingomonas alaskensis).	117207	CP000356	ABF54878.1	IPR001608	PF01168
Q21C49	Q21C49_RHOPB	Unreviewed	393	Q21C49	Rhodopseudomonas palustris (strain BisB18).	316056	CP000301	ABD86037.1	IPR001608	PF01168
Q1CWF0	Q1CWF0_MYXXD	Unreviewed	409	Q1CWF0	Myxococcus xanthus (strain DK 1622).	246197	CP000113	ABF93060.1	IPR020622	PF01168
A0R009	A0R009_MYCS2	Unreviewed	291	A0R009	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155).	246196	CP000480	ABK72274.1	IPR011078	PF01168
C5CXL5	C5CXL5_VARPS	Unreviewed	381	C5CXL5	Variovorax paradoxus (strain S110).	543728	CP001635	ACS18871.1	IPR001608	PF01168
Q48IC5	Q48IC5_PSE14	Unreviewed	401	Q48IC5	Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6).	264730	CP000058	AAZ37641.1	IPR001608	PF01168
Q4ZTH4	Q4ZTH4_PSEU2	Unreviewed	401	Q4ZTH4	Pseudomonas syringae pv. syringae (strain B728a).	205918	CP000075	AAY37548.1	IPR001608	PF01168
C2CVR9										
A2R2P4	A2R2P4_ASPNC	Unreviewed	424	A2R2P4	Aspergillus niger (strain CBS 513.88 / FGSC A1513).	425011	AM270314	CAK41927.1	IPR001608	PF01168
B9J4W9	B9J4W9_BACCQ	Unreviewed	402	B9J4W9	Bacillus cereus (strain Q1).	361100	CP000227	ACM11199.1	IPR001608	PF01168
C2MG82	C2MG82_BACCE	Unreviewed	402	C2MG82	Bacillus cereus m1293.	526973	ACLS01000029	EEK46477.1	IPR001608	PF01168
C2ND38	C2ND38_BACCE	Unreviewed	402	C2ND38	Bacillus cereus BGSC 6E1.	526970	ACLU01000023	EEK58056.1	IPR001608	PF01168
C2RZ44	C2RZ44_BACCE	Unreviewed	402	C2RZ44	Bacillus cereus BDRD-ST26.	526975	ACMC01000019	EEL02258.1	IPR001608	PF01168
Q73DG6	Q73DG6_BACC1	Unreviewed	402	Q73DG6	Bacillus cereus (strain ATCC 10987).	222523	AE017194	AAS39679.1	IPR001608	PF01168
C5GWW6	C5GWW6_AJEDR	Unreviewed	297	C5GWW6	Ajellomyces dermatitidis (strain ER-3) (Blastomyces dermatitidis).	559297	EQ999984	EEQ85449.1	IPR011078	PF01168
C5K366	C5K366_AJEDS	Unreviewed	297	C5K366	Ajellomyces dermatitidis (strain SLH14081) (Blastomyces dermatitidis).	559298	GG657485	EEQ76064.1	IPR011078	PF01168
C1G2Z8	C1G2Z8_PARBD	Unreviewed	302	C1G2Z8	Paracoccidioides brasiliensis (strain Pb18).	502780	DS572751	EEH45164.1	IPR011078	PF01168
C0S5X4	C0S5X4_PARBP	Unreviewed	302	C0S5X4	Paracoccidioides brasiliensis (strain Pb03).	482561	DS544806	EEH20583.1	IPR011078	PF01168
A8M854	A8M854_SALAI	Unreviewed	418	A8M854	Salinispora arenicola (strain CNS-205).	391037	CP000850	ABV98877.1	IPR002433	PF00278
A3JZQ7	A3JZQ7_9RHOB	Unreviewed	373	A3JZQ7	Sagittula stellata E-37.	388399	AAYA01000002	EBA09960.1	IPR002433	PF00278
Q73NP3	Q73NP3_TREDE	Unreviewed	389	Q73NP3	Treponema denticola.	158	AE017226	AAS11598.1	IPR002433	PF00278
C4BPA3										
Q64AF8	Q64AF8_9ARCH	Unreviewed	425	Q64AF8	uncultured archaeon GZfos32E4.	285379	AY714854	AAU83619.1	IPR000183	PF00278
Q64DW7	Q64DW7_9ARCH	Unreviewed	425	Q64DW7	uncultured archaeon GZfos17C7.	285367	AY714822	AAU82410.1	IPR000183	PF00278
Q648W0	Q648W0_9ARCH	Unreviewed	425	Q648W0	uncultured archaeon GZfos36D8.	285373	AY714866	AAU84067.1	IPR000183	PF00278
Q5FPL4	Q5FPL4_GLUOX	Unreviewed	424	Q5FPL4	Gluconobacter oxydans (Gluconobacter suboxydans).	442	CP000009	AAW61682.1	IPR000183	PF00278
A4YT69	A4YT69_BRASO	Unreviewed	393	A4YT69	Bradyrhizobium sp. (strain ORS278).	114615	CU234118	CAL77095.1	IPR020622	PF01168
A9W321	A9W321_METEP	Unreviewed	247	A9W321	Methylobacterium extorquens (strain PA1).	419610	CP000908	ABY29977.1	IPR011078	PF01168
B7KV49	B7KV49_METC4	Unreviewed	247	B7KV49	Methylobacterium chloromethanicum (strain CM4 / NCIMB 13688).	440085	CP001298	ACK82720.1	IPR011078	PF01168
Q98F05	ALR2_RHILO	Reviewed	381	Q98F05	Rhizobium loti (Mesorhizobium loti).	381	BA000012	BAB50762.1	IPR020622	PF01168
B9K7V4	B9K7V4_THENN	Unreviewed	375	B9K7V4	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E).	309803	CP000916	ACM23038.1	IPR001608	PF01168
C1DMY9	C1DMY9_AZOVD	Unreviewed	396	C1DMY9	Azotobacter vinelandii (strain DJ / ATCC BAA-1303).	322710	CP001157	ACO77169.1	IPR002433	PF00278
A1R8N4	A1R8N4_ARTAT	Unreviewed	417	A1R8N4	Arthrobacter aurescens (strain TC1).	290340	CP000474	ABM09552.1	IPR020622	PF01168
B4VZ57	B4VZ57_9CYAN	Unreviewed	391	B4VZ57	Microcoleus chthonoplastes PCC 7420.	118168	DS989861	EDX72863.1	IPR020622	PF01168
Q6CVG3	Q6CVG3_KLULA	Unreviewed	258	Q6CVG3	Kluyveromyces lactis (Yeast) (Candida sphaerica).	28985	CR382122	CAH02469.1	IPR011078	PF01168
A5EWG2	A5EWG2_DICNV	Unreviewed	264	A5EWG2	Dichelobacter nodosus (strain VCS1703A).	246195	CP000513	ABQ13328.1	IPR011078	PF01168
A4CJ13	A4CJ13_ROBBH	Unreviewed	377	A4CJ13	Robiginitalea biformata (strain ATCC BAA-864 / HTCC2501 / KCTC 12146).	313596	CP001712	EAR16921.1	IPR001608	PF01168
A4XF46	A4XF46_NOVAD	Unreviewed	393	A4XF46	Novosphingobium aromaticivorans (strain DSM 12444).	279238	CP000677	ABP64557.1	IPR001608	PF01168
Q1YVF4	Q1YVF4_9GAMM	Unreviewed	257	Q1YVF4	gamma proteobacterium HTCC2207.	314287	AAPI01000001	EAS47754.1	IPR011078	PF01168
B1M8T3	B1M8T3_METRJ	Unreviewed	393	B1M8T3	2831).	426355	CP001002	ACB27908.1	IPR001608	PF01168
A6SV34	A6SV34_JANMA	Unreviewed	380	A6SV34	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis).	375286	CP000269	ABR89878.1	IPR001608	PF01168
A4G8K7	A4G8K7_HERAR	Unreviewed	380	A4G8K7	Herminiimonas arsenicoxydans.	204773	CU207211	CAL62844.1	IPR001608	PF01168
B8IJK8	B8IJK8_METNO	Unreviewed	393	CRC64	Methylobacterium nodulans (strain ORS2060 / LMG 21967).	460265	CP001349	ACL58056.1	IPR001608	PF01168
A7HQQ4	A7HQQ4_PARL1	Unreviewed	381	A7HQQ4	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966).	402881	CP000774	ABS62237.1	IPR001608	PF01168
Q7VSH1	Q7VSH1_BORPE	Unreviewed	379	Q7VSH1	Bordetella pertussis.	520	BX640412	CAE44783.1	IPR001608	PF01168
C5FEQ5	C5FEQ5_NANOT	Unreviewed	458	C5FEQ5	otae).	554155	DS995701	EEQ28379.1	IPR001608	PF01168
C3K9N1	C3K9N1_PSEFS	Unreviewed	402	C3K9N1	Pseudomonas fluorescens (strain SBW25).	216595	AM181176	CAY48857.1	IPR001608	PF01168
C4Y4L0	C4Y4L0_CLAL4	Unreviewed	268	C4Y4L0	lusitaniae).	306902	CH408078	EEQ38456.1	IPR011078	PF01168
A1TUY6	A1TUY6_ACIAC	Unreviewed	392	A1TUY6	Acidovorax avenae subsp. citrulli (strain AAC00-1).	397945	CP000512	ABM34774.1	IPR001608	PF01168
Q0S3S8	Q0S3S8_RHOSR	Unreviewed	399	Q0S3S8	Rhodococcus sp. (strain RHA1).	101510	CP000431	ABG97808.1	IPR001608	PF01168
C0UL38										
C1RAB5										
C1YLZ1										
A3XB17	A3XB17_9RHOB	Unreviewed	383	A3XB17	Roseobacter sp. MED193.	314262	AANB01000007	EAQ44870.1	IPR002433	PF00278
B6B7D0	B6B7D0_9RHOB	Unreviewed	383	B6B7D0	Rhodobacterales bacterium Y4I.	439496	DS995281	EDZ48441.1	IPR002433	PF00278
Q8TY23	Q8TY23_METKA	Unreviewed	405	Q8TY23	Methanopyrus kandleri.	2320	AE009439	AAM01698.1	IPR000183	PF00278
O29458	DCDA_ARCFU	Reviewed	419	O29458	Archaeoglobus fulgidus.	2234	AE000782	AAB90438.1	IPR000183	PF00278
Q2P628	Q2P628_XANOM	Unreviewed	398	Q2P628	Xanthomonas oryzae pv. oryzae (strain MAFF 311018).	342109	AP008229	BAE67999.1	IPR000183	PF00278
A9BFP3	A9BFP3_PETMO	Unreviewed	430	A9BFP3	Petrotoga mobilis (strain DSM 10674 / SJ95).	403833	CP000879	ABX31213.1	IPR000183	PF00278
A5EI90	A5EI90_BRASB	Unreviewed	394	A5EI90	Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182).	288000	CP000494	ABQ35884.1	IPR020622	PF01168
A8F0K0	A8F0K0_RICM5	Unreviewed	377	A8F0K0	Rickettsia massiliae (strain Mtu5).	416276	CP000683	ABV84436.1	IPR020622	PF01168
A6WXW0	A6WXW0_OCHA4	Unreviewed	250	A6WXW0	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / NCTC 12168).	439375	CP000758	ABS13814.1	IPR011078	PF01168
C4WIG6	C4WIG6_9RHIZ	Unreviewed	250	C4WIG6	Ochrobactrum intermedium LMG 3301.	641118	ACQA01000001	EEQ96723.1	IPR011078	PF01168
A3I9F3	A3I9F3_9BACI	Unreviewed	389	A3I9F3	Bacillus sp. B14905.	388400	AAXV01000010	EAZ85835.1	IPR020622	PF01168
B1HY46	B1HY46_LYSSC	Unreviewed	389	B1HY46	Lysinibacillus sphaericus (strain C3-41).	444177	CP000817	ACA41761.1	IPR020622	PF01168
B2SJ64	B2SJ64_XANOP	Unreviewed	398	B2SJ64	Xanthomonas oryzae pv. oryzae (strain PXO99A).	360094	CP000967	ACD60441.1	IPR000183	PF00278
Q8PHR8	Q8PHR8_XANAC	Unreviewed	398	Q8PHR8	Xanthomonas axonopodis pv. citri (Citrus canker).	92829	AE008923	AAM38025.1	IPR000183	PF00278
C3IIK7	C3IIK7_BACTU	Unreviewed	408	C3IIK7	Bacillus thuringiensis IBL 4222.	527020	ACNL01000066	EEN03391.1	IPR020622	PF01168
C2XAW2	C2XAW2_BACCE	Unreviewed	408	C2XAW2	Bacillus cereus F65185.	526989	ACMO01000032	EEL65366.1	IPR020622	PF01168
C3F0R4	C3F0R4_BACTU	Unreviewed	408	C3F0R4	Bacillus thuringiensis serovar monterrey BGSC 4AJ1.	527022	ACNE01000042	EEM60210.1	IPR020622	PF01168
C2UCZ3	C2UCZ3_BACCE	Unreviewed	408	C2UCZ3	Bacillus cereus Rock1-15.	526982	ACMH01000049	EEL29150.1	IPR020622	PF01168
